"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 29 02:08:12 GMT 2024","Mon Apr 29 02:08:12 GMT 2024","66","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Apr 29 02:08:10 GMT 2024","Mon Apr 29 02:08:11 GMT 2024","1074","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Apr 29 02:08:12 GMT 2024","Mon Apr 29 02:08:12 GMT 2024","351","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Apr 29 02:08:12 GMT 2024","Mon Apr 29 02:08:12 GMT 2024","97","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Apr 29 02:08:13 GMT 2024","Mon Apr 29 02:08:13 GMT 2024","85","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Apr 29 02:08:12 GMT 2024","Mon Apr 29 02:08:12 GMT 2024","117","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Apr 29 02:08:11 GMT 2024","Mon Apr 29 02:08:11 GMT 2024","120","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Apr 29 02:08:12 GMT 2024","Mon Apr 29 02:08:12 GMT 2024","71","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Apr 29 02:08:11 GMT 2024","Mon Apr 29 02:08:11 GMT 2024","138","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Apr 29 02:08:12 GMT 2024","Mon Apr 29 02:08:12 GMT 2024","97","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Apr 29 02:08:13 GMT 2024","Mon Apr 29 02:08:13 GMT 2024","97","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Apr 29 02:08:11 GMT 2024","Mon Apr 29 02:08:12 GMT 2024","97","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Apr 29 02:08:12 GMT 2024","Mon Apr 29 02:08:13 GMT 2024","89","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
