"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 27 02:12:19 GMT 2024","Mon May 27 02:12:19 GMT 2024","124","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon May 27 02:12:19 GMT 2024","Mon May 27 02:12:19 GMT 2024","111","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon May 27 02:12:20 GMT 2024","Mon May 27 02:12:20 GMT 2024","83","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon May 27 02:12:20 GMT 2024","Mon May 27 02:12:20 GMT 2024","376","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon May 27 02:12:20 GMT 2024","Mon May 27 02:12:20 GMT 2024","75","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon May 27 02:12:20 GMT 2024","Mon May 27 02:12:20 GMT 2024","86","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon May 27 02:12:19 GMT 2024","Mon May 27 02:12:19 GMT 2024","75","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon May 27 02:12:19 GMT 2024","Mon May 27 02:12:19 GMT 2024","123","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon May 27 02:12:20 GMT 2024","Mon May 27 02:12:20 GMT 2024","101","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon May 27 02:12:19 GMT 2024","Mon May 27 02:12:19 GMT 2024","113","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon May 27 02:12:19 GMT 2024","Mon May 27 02:12:19 GMT 2024","95","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon May 27 02:12:19 GMT 2024","Mon May 27 02:12:19 GMT 2024","113","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon May 27 02:12:18 GMT 2024","Mon May 27 02:12:19 GMT 2024","1177","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
